Jurisdiction,State,Year,Election Date,Office,Winner,Special Election?,Incumbent Status of Winner,Number of candidates,Number of rounds,Total ballots cast,First round active votes,Final round active votes,First round vote for winner,First round percent for winner,First round place for winner,Final round votes for winner,Final round percent for winner,Winner's consensus value,Winner's Final Round Votes as Percent of First Round Valid Votes,Fully ranked ballots,Ballots with 2+ Rankings,Ballots Ranking the Winner,First Round Undervote,First Round Overvotes,Total Ballots with Overvotes,Inactive by Overvote,Inactive by Skipped Rankings,Inactive by Abstention,Inactive by ranking limit,Total Inactive,Includes duplicate rankings,Includes skipped rankings,Turnout Percent (percent of registered),Registered Voters in Jurisdiction,Condorcet winner?,Come FroMBehind Winner?,Number of Rankings Permitted,Ballot Style,Ballot Marking Style,Voting Equipment Used,Link to full results,CVR Available?,Notes,RaceID
Oakland,CA,2018,11/6/2018,City Auditor,Courtney Ruby,N,Challenger,2,1,164775,134291,134291,87759,65%,1,87759,65.3%,85.8%,65.3%,59634,59657,115260,30218,266,438,0,0,0,0,0,47578,1911,67412.21%,244,Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11062018_CityAuditor_tab1
Oakland,CA,2018,11/6/2018,City Council District 2,Nikki Fortunato Bas,N,Challenger,3,1,23677,20982,20982,11310,54%,1,11310,53.9%,81.1%,53.9%,8493,14100,17007,2638,57,113,0,0,0,0,0,3586,173,67.79%,"34,927",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11062018_CityCouncilDistrict2_tab1
Oakland,CA,2018,11/6/2018,City Council District 4,Sheng Thao,N,OpenSeat,7,6,28244,25219,21696,8750,35%,1,11736,54.1%,63.4%,46.5%,16182,20138,15988,2927,98,191,23,0,1488,2012,3523,3348,127,74.78%,"37,769",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11062018_CityCouncilDistrict4_tab1
Oakland,CA,2018,11/6/2018,City Council District 6,Loren Taylor,N,Challenger,5,4,19547,17845,15341,7158,40%,1,9858,64.3%,65.1%,55.2%,11567,13900,11614,1566,136,236,30,0,524,1950,2504,3790,137,60.71%,"32,197",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11062018_CityCouncilDistrict6_tab1
Oakland,CA,2018,11/6/2018,Mayor,Libby Schaaf,N,Incumbent,10,1,164775,158618,158618,84502,53%,1,84502,53.3%,70.6%,53.3%,89688,115433,111965,4935,1222,1937,0,0,0,0,0,27502,1046,67.41%,"244,429",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11062018_Mayor_tab1
Oakland,CA,2018,11/6/2018,School Director District 2,Aimee Eng,N,Incumbent,1,1,23677,16607,16607,16607,100%,1,16607,100.0%,100.0%,100.0%,16607,0,16614,7045,25,28,0,0,0,0,0,5309,333,67.79%,"34,927",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11062018_SchoolDirectorDistrict2_tab1
Oakland,CA,2018,11/6/2018,School Director District 4,Gary D. Yee,N,OpenSeat,2,1,28244,24638,24638,14534,59%,1,14534,59.0%,74.7%,59.0%,10168,10174,18415,3559,47,80,0,0,0,0,0,7764,322,74.78%,"37,769",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11062018_SchoolDirectorDistrict4_tab1
Oakland,CA,2018,11/6/2018,School Director District 6,Shanthi Gonzales,N,Incumbent,2,1,19539,14191,14191,13964,98%,1,13964,98.4%,98.9%,98.4%,92,92,14031,5326,22,28,0,0,0,0,0,6713,569,60.70%,"32,187",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11062018_SchoolDirectorDistrict6_tab1
San Francisco,CA,2018,11/6/2018,Assessor-Recorder,Carmen Chu,N,Incumbent,2,1,368578,317176,317176,236697,75%,1,236697,74.6%,85.5%,74.6%,133161,133230,271219,50974,428,956,0,0,0,0,0,70113,6299,73.64%,"500,516",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanFrancisco_11062018_AssessorRecorder_tab1
San Francisco,CA,2018,11/6/2018,Board of Supervisors District 10,Shamann Walton,N,OpenSeat,6,6,26257,23194,20647,9585,41%,1,13023,63.1%,68.7%,56.1%,12818,17999,15929,2907,156,238,21,0,1022,1504,2547,2952,203,62.72%,"41,862",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanFrancisco_11062018_BoardofSupervisorsDistrict10_tab1
San Francisco,CA,2018,11/6/2018,Board of Supervisors District 2,Catherine Stefani,N,OpenSeat,4,3,39906,35312,33401,14415,41%,1,17340,51.9%,75.0%,49.1%,18420,25780,26467,4515,79,165,18,0,1893,0,1911,3353,177,79.19%,"50,394",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanFrancisco_11062018_BoardofSupervisorsDistrict2_tab1
San Francisco,CA,2018,11/6/2018,Board of Supervisors District 4,Gordon Mar,N,OpenSeat,8,7,31412,28422,23320,10314,36%,1,13255,56.8%,58.3%,46.6%,17369,21788,16563,2814,176,249,24,0,1801,3277,5102,2417,175,73.13%,"42,953",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanFrancisco_11062018_BoardofSupervisorsDistrict4_tab1
San Francisco,CA,2018,11/6/2018,Board of Supervisors District 6,Matt Haney,N,OpenSeat,3,1,28872,25330,25330,14288,56%,1,14288,56.4%,86.0%,56.4%,13763,17724,21777,3467,75,122,0,0,0,0,0,2957,158,66.65%,"43,321",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanFrancisco_11062018_BoardofSupervisorsDistrict6_tab1
San Francisco,CA,2018,11/6/2018,Board of Supervisors District 8,Rafael Mandelman,N,Incumbent*,2,1,48049,42004,42004,38406,91%,1,38406,91.4%,96.4%,91.4%,11912,11915,40487,6007,38,64,0,0,0,0,0,7783,541,85.17%,"56,415",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanFrancisco_11062018_BoardofSupervisorsDistrict8_tab1
San Francisco,CA,2018,6/5/2018,Board of Supervisors District 8 special,Rafael Mandelman,Y,Challenger,3,1,36067,33262,33262,19996,60%,1,19996,60.1%,86.8%,60.1%,12835,22349,28869,2780,25,38,0,0,0,0,0,1944,165,62.05%,"58,122",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,Incumbent appointed in 2017,SanFrancisco_06052018_BoardofSupervisorsDistrict8_tab1
San Francisco,CA,2018,6/5/2018,Mayor Special Election,London Breed,Y,OpenSeat,8,8,254016,251032,229408,92121,37%,1,115977,50.6%,62.7%,46.2%,173291,214734,157463,2350,634,1035,114,0,8606,12904,21624,16406,1219,52.70%,"481,991",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanFrancisco_06052018_Mayor_tab1
San Francisco,CA,2018,11/6/2018,Public Defender,Jeff Adachi,N,Incumbent,1,1,368578,292864,292864,292864,100%,1,292864,100.0%,100.0%,100.0%,292864,0,292890,75631,83,210,0,0,0,0,0,68500,7420,73.64%,"500,516",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanFrancisco_11062018_PublicDefender_tab1
San Leandro,CA,2018,11/6/2018,County Council District 1,Deborah Cox,N,Incumbent,3,1,27767,24849,24849,16190,65%,1,16190,65.2%,87.9%,65.2%,13625,17495,21847,2824,94,183,0,0,0,0,0,5588,290,60.81%,"45,664",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanLeandro_11062018_CountyCouncilDistrict1_tab1
San Leandro,CA,2018,11/6/2018,County Council District 3,"Victor Aguilar, Jr.",N,Challenger,2,1,27767,23260,23260,11902,51%,1,11902,51.2%,78.8%,51.2%,13992,13994,18332,4451,56,86,0,0,0,0,0,8992,274,60.81%,"45,664",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanLeandro_11062018_CountyCouncilDistrict3_tab1
San Leandro,CA,2018,11/6/2018,County Council District 5,Corina Lopez,N,Incumbent,2,1,27767,23290,23290,16415,70%,1,16415,70.5%,88.0%,70.5%,13175,13183,20498,4430,47,77,0,0,0,0,0,9046,346,60.81%,"45,664",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanLeandro_11062018_CountyCouncilDistrict5_tab1
San Leandro,CA,2018,11/6/2018,Mayor,Pauline Russo Cutter,N,Incumbent,4,1,27767,25791,25791,13355,52%,1,13355,51.8%,77.1%,51.8%,14660,18793,19885,1852,124,210,0,0,0,0,0,5693,211,60.81%,"45,664",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanLeandro_11062018_Mayor_tab1
Santa Fe,NM,2018,3/6/2018,City Council District 1,Signe I. Lindell,N,Incumbent,2,1,7217,6767,6767,4625,68%,1,4625,68.3%,Unknown,68.3%,Unknown,Unknown,Unknown,447,3,3,0,0,Unknown,0,0,Unknown,Unknown,41.70%,"17,306",Y,N,10,Grid,Oval,Dominion ImageCast,Link,N,,SantaFe_03062018_CityCouncilDistrict1
Santa Fe,NM,2018,3/6/2018,City Council District 2,Carol Romero-Wirth,N,OpenSeat,3,1,6433,6256,6256,3310,53%,1,3310,52.9%,90.3%,52.9%,4280,5141,5650,173,4,18,0,0,0,0,0,84,27,41.48%,"15,509",Y,N,10,Grid,Oval,Dominion ImageCast,Link,Y,,SantaFe_03062018_CityCouncilDistrict2_tab1
Santa Fe,NM,2018,3/6/2018,City Council District 3,"Roman ""Tiger"" Abeyta",N,OpenSeat,1,1,1940,1410,1410,1410,100%,1,1410,100.0%,100.0%,100.0%,Unknown,Unknown,,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,Unknown,25.42%,"7,632",Y,N,10,Grid,Oval,Dominion ImageCast,Link,N,,SantaFe_03062018_CityCouncilDistrict2
Santa Fe,NM,2018,3/6/2018,City Council District 4,JoAnne Vigil Coppler,N,OpenSeat,3,2,5080,4899,4543,2121,43%,1,2565,56.5%,85.6%,52.4%,3447,3812,4192,173,8,28,4,0,352,0,356,99,25,37.06%,"13,709",Y,N,10,Grid,Oval,Dominion ImageCast,Link,Y,,SantaFe_03062018_CityCouncilDistrict4_tab1
Santa Fe,NM,2018,3/6/2018,Mayor,Alan Webber,N,OpenSeat,5,4,20670,20604,19774,8080,39%,1,13088,66.2%,69.6%,63.5%,12876,17892,17614,40,26,208,26,0,804,0,830,570,191,38.17%,"54,156",Y,N,10,Grid,Oval,Dominion ImageCast,Link,Y,,SantaFe_03062018_Mayor_tab1
St. Paul,MN,2018,8/14/2018,City Council Ward 4,Jalali Nelson,Y,OpenSeat,3,1,10570,10510,10510,5642,54%,1,5642,53.7%,Unknown,53.7%,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,Unknown,41.71%,"25,343",Y,N,6,Columns,Oval,Hart Verity,Link,N,,StPaul_08142018_CityCouncilWard4
Berkeley,CA,2017,3/7/2017,City Council District 4,Kate Harrison,Y,OpenSeat,2,1,2620,2602,2602,1608,62%,1,1608,61.8%,78.4%,61.8%,1143,1144,2039,14,4,5,0,0,0,0,0,644,27,27.72%,"9,453",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Berkeley_03072017_CityCouncilDistrict4_tab1
Minneapolis,MN,2017,11/7/2017,City Council Ward 1,Kevin Reich,N,Incumbent,3,3,8864,8734,8408,4015,46%,1,4296,51.1%,82.0%,49.2%,3503,6309,7159,130,0,9,0,0,326,0,326,335,28,44.94%,"19,722",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11072017_Ward1CityCouncil_tab1
Minneapolis,MN,2017,11/7/2017,City Council Ward 10,Lisa Bender,N,Incumbent,4,1,7911,7596,7596,4886,64%,1,4886,64.3%,83.0%,64.3%,4001,5196,6305,315,0,8,0,0,0,0,0,168,14,37.78%,"20,942",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11072017_Ward10CityCouncil_tab1
Minneapolis,MN,2017,11/7/2017,City Council Ward 11,Jeremy Schroeder,N,Challenger,3,3,9592,9160,8738,3230,35%,1,4757,54.4%,78.9%,51.9%,4789,7090,7228,432,0,5,0,0,422,0,422,159,17,47.34%,"20,264",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11072017_Ward11CityCouncil_tab1
Minneapolis,MN,2017,11/7/2017,City Council Ward 12,Andrew Johnson,N,Incumbent,3,1,10704,10184,10184,8875,87%,1,8875,87.1%,94.2%,87.1%,2757,3945,9591,520,0,14,0,0,0,0,0,357,9,47.08%,"22,735",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11072017_Ward12CityCouncil_tab1
Minneapolis,MN,2017,11/7/2017,City Council Ward 13,Linea Palmisano,N,Incumbent,2,1,11742,11315,11315,9411,83%,1,9411,83.2%,88.2%,83.2%,2739,2964,9976,427,2,19,0,0,0,0,0,698,23,50.07%,"23,452",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11072017_Ward13CityCouncil_tab1
Minneapolis,MN,2017,11/7/2017,City Council Ward 2,CaMGordon,N,Incumbent,1,1,7034,6090,6090,5923,97%,1,5923,97.3%,97.7%,97.3%,5951,156,5951,943,1,3,0,0,0,0,0,1028,13,39.74%,"17,702",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11072017_Ward2CityCouncil_tab1
Minneapolis,MN,2017,11/7/2017,City Council Ward 3,Steve Fletcher,N,OpenSeat,4,4,9877,9592,8705,2709,28%,2,4861,55.8%,72.2%,50.7%,5198,7613,6922,285,2,15,0,0,887,0,887,249,20,40.28%,"24,522",Y,Y,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11072017_Ward3CityCouncil_tab1
Minneapolis,MN,2017,11/7/2017,City Council Ward 4,Phillipe M. Cunningham,N,Challenger,4,4,5349,5263,5035,2140,41%,2,2605,51.7%,69.4%,49.5%,2545,3681,3651,84,3,7,0,0,228,0,228,319,20,31.18%,"17,156",Y,Y,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11072017_Ward4CityCouncil_tab1
Minneapolis,MN,2017,11/7/2017,City Council Ward 5,Jeremiah Ellison,N,Challenger,4,4,4278,4216,4082,1987,47%,1,2313,56.7%,74.6%,54.9%,2268,3050,3146,61,3,8,0,0,134,0,134,425,28,27.96%,"15,302",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11072017_Ward5CityCouncil_tab1
Minneapolis,MN,2017,11/7/2017,City Council Ward 6,Abdi Warsame,N,Incumbent,4,1,7397,7234,7234,3629,50%,1,3629,50.2%,67.9%,50.2%,894,2287,4915,159,6,13,0,0,0,0,0,928,79,47.04%,"15,725",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11072017_Ward6CityCouncil_tab1
Minneapolis,MN,2017,11/7/2017,City Council Ward 7,Lisa Goodman,N,Incumbent,4,1,9255,9090,9090,4751,52%,1,4751,52.3%,79.6%,52.3%,4067,6264,7240,165,3,14,0,0,0,0,0,255,28,44.52%,"20,789",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11072017_Ward7CityCouncil_tab1
Minneapolis,MN,2017,11/7/2017,City Council Ward 8,Andrea Jenkins,N,Challenger,4,1,8275,7898,7898,5766,73%,1,5766,73.0%,89.9%,73.0%,3418,5686,7099,377,1,9,0,0,0,0,0,223,26,45.74%,"18,090",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11072017_Ward8CityCouncil_tab1
Minneapolis,MN,2017,11/7/2017,City Council Ward 9,Alondra Cano,N,Incumbent,4,4,5650,5519,4916,2623,48%,1,2982,60.7%,72.7%,54.0%,2680,3951,4010,131,3,7,0,0,603,0,603,322,20,22.08%,"25,592",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11072017_Ward9CityCouncil_tab1
Minneapolis,MN,2017,11/7/2017,Mayor,Jacob Frey,N,Challenger,18,18,105928,104522,81687,26116,25%,1,46716,57.2%,52.4%,44.7%,75459,90564,54769,1369,101,226,0,0,10919,11916,22835,2668,260,42.45%,"249,512",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11072017_Mayor_tab1
Minneapolis,MN,2017,11/7/2017,Park and Recreation Board District 1,Chris Meyer,N,OpenSeat,3,3,17785,14303,13041,6358,44%,1,7210,55.3%,74.6%,50.4%,6020,8931,10666,3479,6,20,0,0,1262,0,1262,381,20,,Unknown,Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11072017_PRBoardDistrict1_tab1
Minneapolis,MN,2017,11/7/2017,Park and Recreation Board District 2,Kale Severson,N,OpenSeat,2,1,11162,8934,8934,5089,57%,1,5089,57.0%,78.4%,57.0%,4558,4653,7007,2227,5,16,0,0,0,0,0,843,57,,Unknown,Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11072017_PRBoardDistrict2_tab1
Minneapolis,MN,2017,11/7/2017,Park and Recreation Board District 3,AK Hassan,N,OpenSeat,3,3,16601,14630,13594,7094,48%,1,7753,57.0%,70.1%,53.0%,4349,7175,10249,1956,20,29,0,0,1036,0,1036,1172,123,,Unknown,Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11072017_PRBoardDistrict3_tab1
Minneapolis,MN,2017,11/7/2017,Park and Recreation Board District 4,Jono Cowgill,N,Challenger,2,1,18167,13513,13513,6794,50%,1,6794,50.3%,70.9%,50.3%,6034,6166,9582,4652,4,7,0,0,0,0,0,506,28,,Unknown,Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11072017_PRBoardDistrict4_tab1
Minneapolis,MN,2017,11/7/2017,Park and Recreation Board District 5,Steffanie Musich,N,Incumbent,3,1,20615,16238,16238,9466,58%,1,9466,58.3%,81.2%,58.3%,6290,9749,13183,4375,5,11,0,0,0,0,0,308,19,,Unknown,Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11072017_PRBoardDistrict5_tab1
Minneapolis,MN,2017,11/7/2017,Park and Recreation Board District 6,Brad Bourn,N,Incumbent,4,4,21598,18488,17256,8084,44%,1,8785,50.9%,62.7%,47.5%,5617,10073,11586,3110,3,9,0,0,1232,0,1232,388,27,,Unknown,Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11072017_PRBoardDistrict6_tab1
St. Paul,MN,2017,11/7/2017,Mayor,Melvin Carter,N,OpenSeat,10,1,61646,61646,61646,31353,51%,1,31353,50.9%,Unknown,50.9%,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,Unknown,N,6,Columns,Oval,Hart Verity,Link,N,,StPaul_11072017_Mayor
Takoma Park,MD,2017,11/7/2017,City Council Ward 1,Peter Kovar,N,Incumbent,1,1,493,487,487,467,96%,1,467,95.9%,100.0%,95.9%,Unknown,Unknown,,6,Unknown,Unknown,0,0,0,0,0,Unknown,Unknown,21.01%,"2,346",Y,N,20,Grid,Oval,Hand count,Link,N,,TakomaPark_11072017_CityCouncilWard1
Takoma Park,MD,2017,11/7/2017,City Council Ward 2,Cindy Dyballa,N,OpenSeat,3,2,883,877,842,410,47%,1,459,54.5%,Unknown,52.3%,Unknown,Unknown,Unknown,6,Unknown,Unknown,Unknown,0,Unknown,0,35,Unknown,Unknown,39.51%,"2,235",Y,N,20,Grid,Oval,Hand count,Link,N,,TakomaPark_11072017_CityCouncilWard2
Takoma Park,MD,2017,11/7/2017,City Council Ward 3,Kacy Kostiuk,N,OpenSeat,1,1,461,455,455,425,93%,1,425,93.4%,100.0%,93.4%,Unknown,Unknown,,6,Unknown,Unknown,0,0,0,0,0,Unknown,Unknown,19.87%,"2,320",Y,N,20,Grid,Oval,Hand count,Link,N,,TakomaPark_11072017_CityCouncilWard3
Takoma Park,MD,2017,11/7/2017,City Council Ward 4,Terry J. Seamens,N,Incumbent,1,1,212,204,204,195,96%,1,195,95.6%,100.0%,95.6%,Unknown,Unknown,,8,Unknown,Unknown,0,0,0,0,0,Unknown,Unknown,13.16%,"1,611",Y,N,20,Grid,Oval,Hand count,Link,N,,TakomaPark_11072017_CityCouncilWard4
Takoma Park,MD,2017,11/7/2017,City Council Ward 5,Jarrett Smith,N,Incumbent,2,1,221,220,220,136,62%,1,136,61.8%,Unknown,61.8%,Unknown,Unknown,Unknown,1,Unknown,Unknown,0,0,0,0,0,Unknown,Unknown,15.28%,"1,446",Y,N,20,Grid,Oval,Hand count,Link,N,,TakomaPark_11072017_CityCouncilWard5
Takoma Park,MD,2017,11/7/2017,City Council Ward 6,Talisha Searcy,N,OpenSeat,2,1,307,305,305,216,71%,1,216,70.8%,Unknown,70.8%,Unknown,Unknown,Unknown,2,Unknown,Unknown,0,0,0,0,0,Unknown,Unknown,17.61%,"1,743",Y,N,20,Grid,Oval,Hand count,Link,N,,TakomaPark_11072017_CityCouncilWard6
Takoma Park,MD,2017,11/7/2017,Mayor,Kate Stewart,N,Incumbent,1,1,2580,2520,2520,2408,96%,1,2408,95.6%,100.0%,95.6%,Unknown,Unknown,,60,Unknown,Unknown,0,0,0,0,0,Unknown,Unknown,22.05%,"11,701",Y,N,20,Grid,Oval,Hand count,Link,N,,TakomaPark_11072017_Mayor
Berkeley,CA,2016,11/8/2016,City Council District 2,Cheryl Davila,N,Challenger,3,2,8123,7138,6734,2215,31%,2,3451,51.2%,76.4%,48.3%,3584,5272,5456,968,17,29,1,0,403,0,404,1252,36,73.52%,"11,048",Y,Y,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Berkeley_11082016_CityCouncilDistrict2_tab1
Berkeley,CA,2016,11/8/2016,City Council District 3,Ben Bartlett,N,OpenSeat,4,1,8276,7118,7118,4060,57%,1,4060,57.0%,82.9%,57.0%,3823,5174,5900,1143,15,22,0,0,0,0,0,961,46,74.23%,"11,149",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Berkeley_11082016_CityCouncilDistrict3_tab1
Berkeley,CA,2016,11/8/2016,City Council District 5,Sophie Hahn,N,OpenSeat,2,1,10247,9323,9323,5821,62%,1,5821,62.4%,76.3%,62.4%,3633,3636,7111,920,4,11,0,0,0,0,0,2522,62,84.83%,"12,080",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Berkeley_11082016_CityCouncilDistrict5_tab1
Berkeley,CA,2016,11/8/2016,City Council District 6,Susan Wengraf,N,Incumbent,3,1,8478,7462,7462,4358,58%,1,4358,58.4%,82.6%,58.4%,3107,4723,6164,1011,5,13,0,0,0,0,0,952,45,79.68%,"10,640",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Berkeley_11082016_CityCouncilDistrict6_tab1
Berkeley,CA,2016,11/8/2016,Mayor,Jesse Arreguin,N,OpenSeat,8,4,63744,59144,58545,29039,49%,1,29499,50.4%,72.6%,49.9%,32923,45351,42925,4399,201,378,9,0,267,323,599,6632,275,76.09%,"83,778",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Berkeley_11082016_Mayor_tab1
Oakland,CA,2016,11/8/2016,City Attorney,Barbara J. Parker,N,Incumbent*,1,1,177631,128029,128029,128029,100%,1,128029,100.0%,100.0%,100.0%,128029,0,128052,49454,148,185,0,0,0,0,0,58230,3924,71.59%,"248,138",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11082016_CityAttorney_tab1
Oakland,CA,2016,11/8/2016,City Council AL,Rebecca Kaplan,N,Incumbent,5,1,177631,160024,160024,83365,52%,1,83365,52.1%,78.4%,52.1%,96039,121386,125533,16353,1254,1880,0,0,0,0,0,29512,1693,71.59%,"248,138",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11082016_CouncilAtLrg_tab1
Oakland,CA,2016,11/8/2016,City Council District 1,Dan Kalb,N,Incumbent,2,1,37139,31019,31019,25102,81%,1,25102,80.9%,89.7%,80.9%,11020,11023,27809,6098,22,49,0,0,0,0,0,9357,434,78.95%,"47,042",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11082016_CityCouncilDistrict1_tab1
Oakland,CA,2016,11/8/2016,City Council District 3,Lynette Gibson-McElhaney,N,Incumbent,2,1,28936,23255,23255,13147,57%,1,13147,56.5%,74.7%,56.5%,11657,11664,17364,5625,56,97,0,0,0,0,0,8509,392,68.64%,"42,155",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11082016_CityCouncilDistrict3_tab1
Oakland,CA,2016,11/8/2016,City Council District 5,Noel Gallo,N,Incumbent,2,1,16317,13891,13891,7838,56%,1,7838,56.4%,79.4%,56.4%,6506,6511,11025,2378,48,71,0,0,0,0,0,6142,284,66.15%,"24,668",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11082016_CityCouncilDistrict5_tab1
Oakland,CA,2016,11/8/2016,City Council District 7,Larry E. Reid,N,Incumbent,3,1,18069,15735,15735,8464,54%,1,8464,53.8%,82.8%,53.8%,7592,10285,13021,2271,63,116,0,0,0,0,0,5248,267,63.51%,"28,451",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11082016_CityCouncilDistrict7_tab1
Oakland,CA,2016,11/8/2016,School Director District 1,Jody London,N,Incumbent,2,1,37139,28842,28842,21746,75%,1,21746,75.4%,84.4%,75.4%,10392,10394,24339,8269,28,39,0,0,0,0,0,8581,735,78.95%,"47,042",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11082016_SchoolDirectorDistrict1_tab1
Oakland,CA,2016,11/8/2016,School Director District 3,Jumoke Hinton Hodge,N,Incumbent,5,4,28936,22351,20606,8905,40%,1,10796,52.4%,69.4%,48.3%,11915,16091,15516,6478,107,163,18,0,781,946,1745,4498,422,68.64%,"42,155",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11082016_SchoolDirectorDistrict3_tab1
Oakland,CA,2016,11/8/2016,School Director District 5,Roseann Torres,N,Incumbent,4,3,16317,13305,12286,4786,36%,2,6277,51.1%,68.1%,47.2%,5981,8985,9057,2922,90,118,10,0,1009,0,1019,3637,339,66.15%,"24,668",Y,Y,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11082016_SchoolDirectorDistrict5_tab1
